sigma,dip_p,delta_hat,pi_cross,d_hat,pi_true,w_min,model,tau_obs,anchor,d_true,side
0.2,0.0,0.2506037010397522,0.333,0.08632884787679121,0.32699999999999996,0.333000000000001,gated,0.005,0.5853846153846154,0.08538461538461539,1
0.02,0.9940559653520633,0.003163647051586012,0.4040545292207379,0.0048573237877453735,0.0,0.4039936392238055,gated,0.005,0.41217948717948716,0.08782051282051283,-1
0.0632455532033676,0.0,0.2822460248039398,0.078,0.08972353845090252,0.085,0.078000000000001,gated,0.005,0.41217948717948716,0.08782051282051283,-1
0.2,0.0,0.24974360611199936,0.334,0.08577890081484033,0.304,0.334000000000001,gated,0.005,0.41217948717948716,0.08782051282051283,-1
0.02,0.8930879064238998,0.005906178868860745,0.4995944175905003,2.0332890209463373e-05,0.0,0.4995465300200845,gated,0.005,0.5878205128205128,0.08782051282051283,1
0.0632455532033676,0.0,0.2811175135876961,0.085,0.08678578900789259,0.09399999999999997,0.08500000000000099,gated,0.005,0.5878205128205128,0.08782051282051283,1
0.2,0.0,0.25191122669995014,0.334,0.08577890081484033,0.354,0.334000000000001,gated,0.005,0.5878205128205128,0.08782051282051283,1
0.02,0.3731137369367583,0.0066434962933863626,0.5020071846286676,-0.00010062573938829936,0.0,0.49801777735377095,gated,0.005,0.4097435897435897,0.09025641025641026,-1
0.0632455532033676,0.0,0.2804284989246673,0.08,0.0888645281221016,0.08,0.080000000000001,gated,0.005,0.4097435897435897,0.09025641025641026,-1
0.2,0.0,0.24972425729091957,0.34299999999999636,0.08085785805971776,0.343,0.34299999999999736,gated,0.005,0.4097435897435897,0.09025641025641026,-1
0.02,0.9938690808986262,0.005491021373166621,0.5038476389999544,-0.00019289500466980952,0.0,0.4961246966153129,gated,0.005,0.5902564102564103,0.09025641025641026,1
0.0632455532033676,0.0,0.281614020405267,0.081,0.0884411029689934,0.07099999999999995,0.08100000000000099,gated,0.005,0.5902564102564103,0.09025641025641026,1
0.2,0.0,0.2502174050806923,0.32999999999999985,0.08798263313464687,0.31499999999999995,0.33000000000000085,gated,0.005,0.5902564102564103,0.09025641025641026,1
0.02,0.9916555475980039,0.006387024760806034,0.3669796858654768,0.006797268757875828,0.0,0.36713767251211793,gated,0.005,0.4073076923076923,0.0926923076923077,-1
0.0632455532033676,1.5213359243371194e-05,0.28045442936934434,0.07,0.0933372199897583,0.064,0.07000000000000099,gated,0.005,0.4073076923076923,0.0926923076923077,-1
0.2,0.0,0.25007488560230307,0.337,0.08413292392752311,0.303,0.337000000000001,gated,0.005,0.4073076923076923,0.0926923076923077,-1
0.02,0.9967784933825649,0.000669374720514232,0.5384646649365401,-0.0019313297764507594,0.0,0.4615895965255859,gated,0.005,0.5926923076923077,0.0926923076923077,1
0.0632455532033676,4.098915589278995e-06,0.280627113844387,0.062,0.09728423774793775,0.06899999999999995,0.062000000000001,gated,0.005,0.5926923076923077,0.0926923076923077,1
0.2,0.0,0.24924421581754042,0.304,0.10258608212294568,0.32599999999999996,0.30400000000000105,gated,0.005,0.5926923076923077,0.0926923076923077,1
0.02,0.892407948902617,0.0012878710372927135,0.2764910211658401,0.011865950874208256,0.0,0.27707648702092613,gated,0.005,0.40487179487179487,0.09512820512820513,-1
0.0632455532033676,7.769053023831685e-05,0.28026172260050114,0.077,0.09015932124091512,0.06,0.077000000000001,gated,0.005,0.40487179487179487,0.09512820512820513,-1
0.2,0.0,0.2516002449863481,0.32499999999999524,0.09075243803397855,0.316,0.32499999999999624,gated,0.005,0.40487179487179487,0.09512820512820513,-1
0.02,0.9626642054348251,0.0007675090886573033,0.39219688709993045,0.00547195471598808,0.0,0.3924610818135033,gated,0.005,0.5951282051282052,0.09512820512820513,1
0.0632455532033676,5.899154695843123e-06,0.28135202079418636,0.063,0.09676997105031938,0.06799999999999995,0.063000000000001,gated,0.005,0.5951282051282052,0.09512820512820513,1
0.2,0.0,0.24972936877688195,0.3169999999999999,0.09522088069787908,0.30600000000000005,0.3170000000000009,gated,0.005,0.5951282051282052,0.09512820512820513,1
0.02,0.8790133486190007,0.001945683594659596,0.42500189223439966,0.003782271951258962,0.0,0.42540060005296504,gated,0.005,0.4024358974358974,0.09756410256410257,-1
0.0632455532033676,0.0040021431607903946,0.2799064964075748,0.073,0.09194678742177025,0.047,0.073000000000001,gated,0.005,0.4024358974358974,0.09756410256410257,-1
0.2,0.0,0.24804188828191956,0.302,0.10373138641607821,0.33,0.30200000000000105,gated,0.005,0.4024358974358974,0.09756410256410257,-1
0.02,0.9938102153353788,0.004052446469598764,0.47797391859433436,0.0011047855645799805,0.0,0.47803786476547466,gated,0.005,0.5975641025641025,0.09756410256410257,1
0.0632455532033676,6.83303196480356e-06,0.28114289920595276,0.059,0.09886694432664339,0.06399999999999995,0.059000000000001,gated,0.005,0.5975641025641025,0.09756410256410257,1
0.2,0.0,0.24938036749927706,0.325,0.0907524380339759,0.32899999999999996,0.325000000000001,gated,0.005,0.5975641025641025,0.09756410256410257,1
0.02,0.7243274837839061,0.0015377352103101982,0.45417297958148617,0.0023025021536184297,0.0,0.4542559831029636,gated,0.005,0.4,0.1,-1
0.0632455532033676,9.966388479420996e-05,0.27958118763460527,0.059,0.09886694432664339,0.059,0.059000000000001,gated,0.005,0.4,0.1,-1
0.2,0.0,0.24906071246665143,0.31499999999999956,0.09634536991694631,0.308,0.31500000000000056,gated,0.005,0.4,0.1,-1
0.02,0.9946527399869972,0.004174902056355734,0.3153237285623022,0.009616314949338468,0.0,0.3153626996176114,gated,0.005,0.6,0.1,1
0.0632455532033676,0.0008953957726269834,0.28023113164454955,0.048,0.10527619899854652,0.051000000000000045,0.048000000000001,gated,0.005,0.6,0.1,1
0.2,0.0,0.24972550610357935,0.32388317418618623,0.09137348242912563,0.31100000000000005,0.32388427409724574,gated,0.005,0.6,0.1,1
0.02,0.9903202101582173,0.0016643745997189305,0.42687424407315383,0.0036867553304150043,0.0,0.42726475802044317,gated,0.005,0.39,0.11,-1
0.0632455532033676,7.528882827845251e-06,0.278265354222645,0.045,0.10722636608588397,0.065,0.045000000000001004,gated,0.005,0.39,0.11,-1
0.2,0.0,0.2502727028322984,0.278,0.11775864238218392,0.279,0.278000000000001,gated,0.005,0.39,0.11,-1
0.02,0.9941538836064081,0.005968327754424824,0.49630464403865293,0.00018526032404642812,0.0,0.49635984594109983,gated,0.005,0.61,0.11,1
0.0632455532033676,0.17717751441138874,0.2780346534529985,0.041,0.10999651847097112,0.03200000000000003,0.041000000000001,gated,0.005,0.61,0.11,1
0.2,0.0,0.2504336062007882,0.31299999999999895,0.09747291309388874,0.25,0.31299999999999994,gated,0.005,0.61,0.11,1
0.02,0.14274814747811126,0.005045467620354925,0.49116523255487354,0.00044294576588276116,0.0,0.49121391977843426,gated,0.005,0.38,0.12,-1
0.0632455532033676,0.6110326903131604,0.27799418866494274,0.02,0.12989048599372321,0.024,0.020000000000001,gated,0.005,0.38,0.12,-1
0.2,0.0,0.2491852095248206,0.2709999999999941,0.12195827973481957,0.29,0.27099999999999513,gated,0.005,0.38,0.12,-1
0.02,0.9931090244289303,0.001411743037019908,0.47418791921278114,0.0012949300099581616,0.0,0.47424334525092626,gated,0.005,0.62,0.12,1
0.0632455532033676,0.5493094689339159,0.279734540667041,0.034,0.11542356600332361,0.026000000000000023,0.034000000000001,gated,0.005,0.62,0.12,1
0.2,0.0,0.250594569139695,0.281,0.11597467848554091,0.264,0.281000000000001,gated,0.005,0.62,0.12,1
0.02,0.8937457330597833,0.002061140912470477,0.23574309353829329,0.014401260653034893,0.0,0.2356717848589851,gated,0.005,0.37,0.13,-1
0.0632455532033676,0.960299925184433,0.2759234781997146,0.024,0.12505976012724068,0.019,0.024000000000001,gated,0.005,0.37,0.13,-1
0.2,0.0,0.24861690615300125,0.24899999999995576,0.13552799297562707,0.286,0.24899999999995676,gated,0.005,0.37,0.13,-1
0.02,0.9887942946244669,0.005003634230922316,0.5070481500665147,-0.0003533602280245116,0.0,0.49301346462437434,gated,0.005,0.63,0.13,1
0.0632455532033676,0.9983567943040068,0.27677306917400507,0.02,0.12989048599372321,0.009000000000000008,0.020000000000001,gated,0.005,0.63,0.13,1
0.2,0.0,0.2481800594575104,0.27,0.12256259820332545,0.245,0.270000000000001,gated,0.005,0.63,0.13,1
0.02,0.7453721269872112,0.0071163982050787625,0.2525671470090959,0.0133286625478764,0.0,0.2529368047076051,gated,0.005,0.36,0.14,-1
0.2,0.0,0.24960785537807795,0.22599999997426076,0.15041698135621975,0.254,0.22599999997426176,gated,0.005,0.36,0.14,-1
0.02,0.9676189939459392,0.006329301025145201,0.4122389734609777,0.0044357850359527575,0.0,0.4124313623031679,gated,0.005,0.64,0.14,1
0.2,0.0,0.24808153291450905,0.2229999999999966,0.15242010819901564,0.238,0.2229999999999976,gated,0.005,0.64,0.14,1
0.02,0.919440107749273,0.005815822249358664,0.4965963898568884,0.0001706337784523273,0.0,0.4966581906378164,gated,0.005,0.35,0.15,-1
0.2,0.0,0.24940363157872383,0.2379999999999998,0.14255015204400875,0.24,0.2380000000000008,gated,0.005,0.35,0.15,-1
0.02,0.9929245650290508,0.0006352850372736418,0.5012674507171844,-6.354066297945182e-05,0.0,0.498660146567096,gated,0.005,0.65,0.15,1
0.2,0.0,0.24946478055402188,0.27699999999999997,0.11835537811828933,0.21199999999999997,0.27700000000000097,gated,0.005,0.65,0.15,1
0.02,0.9957280108779536,0.0017200369129593412,0.19523634082985103,0.01717520936932843,0.0,0.19528975814267663,gated,0.005,0.33999999999999997,0.16,-1
0.2,0.0,0.2502381762125759,0.21,0.16128424940364808,0.206,0.210000000000001,gated,0.005,0.33999999999999997,0.16,-1
0.02,0.6958701277105037,0.005590977005121317,0.26991206766824893,0.012261579081809288,0.0,0.2700289879612246,gated,0.005,0.66,0.16,1
0.2,0.0,0.24771782246413432,0.21599999995897412,0.15715476633290296,0.20599999999999996,0.21599999995897512,gated,0.005,0.66,0.16,1
0.02,0.9913055926802623,0.009510250832180309,0.045203229285650307,0.03386515056999842,0.0,0.04569162015466465,gated,0.005,0.33,0.16999999999999998,-1
0.2,0.0,0.2503624430431187,0.183,0.1807982655128803,0.175,0.183000000000001,gated,0.005,0.33,0.16999999999999998,-1
0.02,0.989117065960878,0.0019732997975104583,0.28792039690684246,0.011189406040111571,0.0,0.288301199014922,gated,0.005,0.6699999999999999,0.16999999999999998,1
0.2,0.0,0.2487085972166122,0.197,0.170477159591515,0.18500000000000005,0.197000000000001,gated,0.005,0.6699999999999999,0.16999999999999998,1
0.02,0.9801761660908332,0.0015972152391615924,0.22091109519042687,0.015382396155661072,0.0,0.22200115973892398,gated,0.005,0.32,0.18,-1
0.2,0.0,0.24668730434314085,0.20299999999999996,0.1661906641119676,0.186,0.20300000000000093,gated,0.005,0.32,0.18,-1
0.02,0.9877398290980027,0.00324385655520823,0.5708539830099331,-0.0035709751342358977,0.0,0.42914955699972146,gated,0.005,0.6799999999999999,0.18,1
0.2,0.0,0.2447825018117361,0.18199999927894742,0.1815539065194018,0.18700000000000006,0.18199999927894842,gated,0.005,0.6799999999999999,0.18,1
0.02,1.0,0.0027285206653902064,0.3604257651248064,0.00714641947461234,0.0,0.36078285471308813,gated,0.005,0.31,0.19,-1
0.0632455532033676,0.9909984776279929,0.0022149388513984444,0.3930949178256859,0.017156090174374222,0.0,0.39318188465884624,gated,0.005,0.31,0.19,-1
0.2,0.0,0.24559104927340714,0.16899999999995066,0.19162489308441974,0.173,0.16899999999995166,gated,0.005,0.31,0.19,-1
0.02,0.9954304346931309,0.004995166824197456,0.3532969160664873,0.007528691870593311,0.0,0.35338653062027847,gated,0.005,0.69,0.19,1
0.2,0.0,0.24438963770046665,0.161,0.19807125884271493,0.17100000000000004,0.161000000000001,gated,0.005,0.69,0.19,1
0.02,0.994258178443035,0.006629038607854451,0.3045915726572038,0.010224796214382886,0.0,0.30456243523388016,gated,0.005,0.3,0.2,-1
0.0632455532033676,0.9955779158529262,0.009448942394780571,0.49821363133282887,0.00028319949446601456,0.0,0.4981998810904558,gated,0.005,0.3,0.2,-1
0.2,0.0,0.24491002704913173,0.15599999999999892,0.2022068656283642,0.152,0.15599999999999992,gated,0.005,0.3,0.2,-1
0.02,0.9968498297087819,0.006032678356786919,0.49958149565811055,2.098070017683867e-05,0.0,0.4995342575818737,gated,0.005,0.7,0.2,1
0.0632455532033676,0.9965495814155164,0.002703288269245624,0.3735173911171019,0.02039996033191509,0.0,0.3735996712249154,gated,0.005,0.7,0.2,1
0.2,0.0,0.24535084257373407,0.15999999999999948,0.1988915766419511,0.17400000000000004,0.16000000000000053,gated,0.005,0.7,0.2,1
0.02,0.46404865656884065,0.0052251731499363685,0.49665715356622236,0.00016758742891268157,0.0,0.4966808855254807,gated,0.005,0.29,0.21000000000000002,-1
0.0632455532033676,0.9829236956382216,0.01003054982139965,0.40285461695693286,0.015556200037616222,0.0,0.40292403330690885,gated,0.005,0.29,0.21000000000000002,-1
0.2,0.0,0.24340234882250236,0.16499999999993217,0.1948227754119165,0.15,0.1649999999999332,gated,0.005,0.29,0.21000000000000002,-1
0.02,0.9845836199177924,0.00506672542858097,0.48687201746633607,0.0006582582689745047,0.0,0.48691077631251617,gated,0.005,0.71,0.21000000000000002,1
0.2,0.0,0.24491500097885766,0.12299999999497757,0.23202397660443885,0.15300000000000002,0.12299999999497857,gated,0.005,0.71,0.21000000000000002,1
0.02,0.8682515536052967,0.0013365159187588294,0.46568419985135345,0.0017224660506318416,0.0,0.4659082261111363,gated,0.005,0.28,0.22,-1
0.0632455532033676,0.9436062565493595,0.0051583200425779005,0.4070681535364242,0.014868606769525233,0.0,0.40711421467755504,gated,0.005,0.28,0.22,-1
0.2,0.0,0.2439887959720311,0.15499999877744977,0.20304440766951826,0.112,0.15499999877745077,gated,0.005,0.28,0.22,-1
0.02,0.9833647483624341,0.006129753765249241,0.4014520655428722,0.004991807800351134,0.0,0.40157106613927296,gated,0.005,0.72,0.22,1
0.2,0.0,0.24177774321730128,0.14799999999989336,0.2090099399317701,0.11699999999999999,0.14799999999989435,gated,0.005,0.72,0.22,1
0.02,0.9918269587190172,0.0033147636676950296,0.5663193136977364,-0.003340220537235762,0.0,0.43399738909846675,gated,0.005,0.27,0.22999999999999998,-1
0.0632455532033676,0.9953653441875194,0.011376443957672233,0.5028348252487767,-0.00044941739381498965,0.001,0.4972261058322852,gated,0.005,0.27,0.22999999999999998,-1
0.2,0.0,0.24240240994209997,0.1129999999999998,0.2421454265583196,0.124,0.11300000000000081,gated,0.005,0.27,0.22999999999999998,-1
0.02,0.9625617679136078,0.007494573480742783,0.3648997808275659,0.006907843431815071,0.0,0.36524321133397775,gated,0.005,0.73,0.22999999999999998,1
0.0632455532033676,0.7735581000797124,0.001961459695006801,0.3636630691948159,0.022052747772015796,0.0,0.3637018561938225,gated,0.005,0.73,0.22999999999999998,1
0.2,0.0,0.24374340630682326,0.1229999999976141,0.23202397660184826,0.11099999999999999,0.1229999999976151,gated,0.005,0.73,0.22999999999999998,1
0.02,0.9199217339400174,0.00747551320171707,0.13428701716921154,0.022127047322000735,0.0,0.13425743360977993,gated,0.005,0.26,0.24,-1
0.0632455532033676,0.9866922582231638,0.010946927495747397,0.4169875541837006,0.013256654553617455,0.0,0.4169890600798629,gated,0.005,0.26,0.24,-1
0.2,0.0,0.24502368911133982,0.12799999999963882,0.22717924423380753,0.118,0.12799999999963982,gated,0.005,0.26,0.24,-1
0.02,0.9937128207577594,0.0036307393445930425,0.35760032246601,0.007297609090883334,0.0,0.35759372136154666,gated,0.005,0.74,0.24,1
0.0632455532033676,0.9359770023263941,0.009798902987771835,0.5224078625887402,-0.003554257688253107,0.0,0.4776572919423005,gated,0.005,0.74,0.24,1
0.2,0.0,0.2431857044782297,0.1079999995935423,0.2474469202706251,0.09199999999999997,0.1079999995935433,gated,0.005,0.74,0.24,1
0.02,0.9408775165064635,0.0009195589452438702,0.4196557835898548,0.00405548290582074,0.0,0.4195286229790368,gated,0.005,0.25,0.25,-1
0.0632455532033676,0.9987961393972197,0.012744840117533709,0.61947479192618,-0.019233079879522313,0.0,0.3805988977920321,gated,0.005,0.25,0.25,-1
0.2,0.0,0.24181199122877578,0.11299999999212682,0.2421454265665339,0.09,0.11299999999212781,gated,0.005,0.25,0.25,-1
0.02,0.861756021293083,0.0029321981201692326,0.19789894082000387,0.016982998188744262,0.0,0.19813011936069552,gated,0.005,0.75,0.25,1
0.0632455532033676,0.9950028557395759,0.003633008250077202,0.3172078772643554,0.030074581096807006,0.0,0.31750358683897084,gated,0.005,0.75,0.25,1
0.2,0.0,0.24118776653164536,0.09899998521737682,0.2574541295922456,0.127,0.09899998521737788,gated,0.005,0.75,0.25,1
0.02,0.5955050301162866,0.0012422027528317323,0.5132165488871733,-0.0006627007492876763,0.0,0.4867874935678599,gated,0.005,0.24,0.26,-1
0.0632455532033676,0.9937483750330389,0.010311595409585664,0.5040765582111234,-0.0006462806247615246,0.0,0.495918808236865,gated,0.005,0.24,0.26,-1
0.2,0.0,0.23951405389640157,0.09599999999076991,0.2609370770565961,0.106,0.09599999999077091,gated,0.005,0.24,0.26,-1
0.02,0.6661566198185652,0.005779899709765418,0.49490244269656836,0.0002555605797674591,0.0,0.4951094376540233,gated,0.005,0.76,0.26,1
0.0632455532033676,0.9911206923509724,0.0015699774243753961,0.355660960004954,0.02340599611949489,0.0,0.35564171646511417,gated,0.005,0.76,0.26,1
0.2,0.0,0.24094950535756612,0.10399999993020702,0.25181679616271324,0.09699999999999998,0.10399999993020803,gated,0.005,0.76,0.26,1
0.02,0.988920355706111,0.004925110607356065,0.49860645895328604,6.986192986343606e-05,0.0,0.49861240533605633,gated,0.005,0.22999999999999998,0.27,-1
0.0632455532033676,0.9072743164442552,0.011327064248310956,0.5068505096546706,-0.0010860858546406984,0.0,0.4931698860696553,gated,0.005,0.22999999999999998,0.27,-1
0.2,9.919708794603466e-06,0.24159636491530415,0.07499999999999882,0.28790629418769287,0.081,0.07499999999999983,gated,0.005,0.22999999999999998,0.27,-1
0.02,0.996560081170876,0.005915764066666357,0.4995667837340658,2.171824709279261e-05,0.0,0.4995192092443942,gated,0.005,0.77,0.27,1
0.0632455532033676,0.9953465075733573,0.011451208864576845,0.3594466891506536,0.022764488136251232,0.0,0.35958347611316466,gated,0.005,0.77,0.27,1
0.2,5.004309274192487e-06,0.23599120733552206,0.0729999979292123,0.29076127477492575,0.08399999999999996,0.07299999792921333,gated,0.005,0.77,0.27,1
0.02,0.9909108717114142,0.0033295184557143864,0.5434367315206711,-0.002181915222418701,0.0,0.4566494336746165,gated,0.005,0.21999999999999997,0.28,-1
0.0632455532033676,0.9947157215906938,0.0034722058295447097,0.5581503436685582,-0.009251642930124447,0.0,0.4422526426474232,gated,0.005,0.21999999999999997,0.28,-1
0.2,3.541413904595281e-05,0.23968569304976578,0.07799999998001664,0.28373074126195175,0.08,0.07799999998001766,gated,0.005,0.21999999999999997,0.28,-1
